#Interaction type,Interactor A ID,Interactor A name,Interactor A taxid,Interactor B ID,Interactor B name,Interactor B taxid,Host organism taxid,Binding affinity type,Binding affinity value in molar,Binding affinity variation in molar,Interaction detection method,Source,EBI Interaction ID
association,uniprotkb:P68400,CSNK2A1,Homo sapiens (taxid:9606),uniprotkb:P14625,HSP90B1,Homo sapiens (taxid:9606),-,kd,0.0004,-,experimental interaction detection (MI:0045),pubmed:11557039,intact:EBI-7971392
direct interaction,uniprotkb:P62805,HIST1H4A,Homo sapiens (taxid:9606),uniprotkb:Q9VK33,Sfmbt,Drosophila melanogaster (Fruit fly) (taxid:7227),-,kd,0.0000028,-,isothermal titration calorimetry (MI:0065),pubmed:19494831,intact:EBI-7033770
direct interaction,uniprotkb:P62805,HIST1H4A,Homo sapiens (taxid:9606),uniprotkb:Q9VK33,Sfmbt,Drosophila melanogaster (Fruit fly) (taxid:7227),-,kd,0.0000231,-,isothermal titration calorimetry (MI:0065),pubmed:19494831,intact:EBI-7033874
direct interaction,uniprotkb:P62805,HIST1H4A,Homo sapiens (taxid:9606),uniprotkb:Q9VK33,Sfmbt,Drosophila melanogaster (Fruit fly) (taxid:7227),-,kd,0.00004,-,isothermal titration calorimetry (MI:0065),pubmed:19494831,intact:EBI-7033915
direct interaction,uniprotkb:P84243,H3F3A,Homo sapiens (taxid:9606),uniprotkb:Q9VK33,Sfmbt,Drosophila melanogaster (Fruit fly) (taxid:7227),-,kd,0.0000022,-,isothermal titration calorimetry (MI:0065),pubmed:19494831,intact:EBI-7033985
direct interaction,uniprotkb:Q9VK33,Sfmbt,Drosophila melanogaster (Fruit fly) (taxid:7227),uniprotkb:P62805,HIST1H4A,Homo sapiens (taxid:9606),-,kd,0.0000046,-,isothermal titration calorimetry (MI:0065),pubmed:19494831,intact:EBI-7033940
direct interaction,uniprotkb:P84243,H3F3A,Homo sapiens (taxid:9606),uniprotkb:Q9VK33,Sfmbt,Drosophila melanogaster (Fruit fly) (taxid:7227),-,kd,0.000085,-,isothermal titration calorimetry (MI:0065),pubmed:19494831,intact:EBI-7034010
direct interaction,uniprotkb:Q9VK33,Sfmbt,Drosophila melanogaster (Fruit fly) (taxid:7227),uniprotkb:P84243,H3F3A,Homo sapiens (taxid:9606),-,kd,0.0000047,-,isothermal titration calorimetry (MI:0065),pubmed:19494831,intact:EBI-7034031
direct interaction,uniprotkb:P84243,H3F3A,Homo sapiens (taxid:9606),uniprotkb:Q9VK33,Sfmbt,Drosophila melanogaster (Fruit fly) (taxid:7227),-,kd,0.0000028,-,isothermal titration calorimetry (MI:0065),pubmed:19494831,intact:EBI-7034072
direct interaction,uniprotkb:P84243,H3F3A,Homo sapiens (taxid:9606),uniprotkb:Q9VK33,Sfmbt,Drosophila melanogaster (Fruit fly) (taxid:7227),-,kd,0.00034,-,isothermal titration calorimetry (MI:0065),pubmed:19494831,intact:EBI-7034097
direct interaction,uniprotkb:P84243,H3F3A,Homo sapiens (taxid:9606),uniprotkb:Q9VK33,Sfmbt,Drosophila melanogaster (Fruit fly) (taxid:7227),-,kd,0.0000156,-,isothermal titration calorimetry (MI:0065),pubmed:19494831,intact:EBI-7034126
direct interaction,uniprotkb:Q9VK33,Sfmbt,Drosophila melanogaster (Fruit fly) (taxid:7227),uniprotkb:P84243,H3F3A,Homo sapiens (taxid:9606),-,kd,0.000134,-,isothermal titration calorimetry (MI:0065),pubmed:19494831,intact:EBI-7034167
direct interaction,uniprotkb:Q9VK33,Sfmbt,Drosophila melanogaster (Fruit fly) (taxid:7227),uniprotkb:P84243,H3F3A,Homo sapiens (taxid:9606),-,kd,0.0000019,-,isothermal titration calorimetry (MI:0065),pubmed:19494831,intact:EBI-7034192
direct interaction,uniprotkb:Q9VK33,Sfmbt,Drosophila melanogaster (Fruit fly) (taxid:7227),uniprotkb:P84243,H3F3A,Homo sapiens (taxid:9606),-,kd,0.000085,-,isothermal titration calorimetry (MI:0065),pubmed:19494831,intact:EBI-7034221
direct interaction,uniprotkb:Q9VK33,Sfmbt,Drosophila melanogaster (Fruit fly) (taxid:7227),uniprotkb:P84243,H3F3A,Homo sapiens (taxid:9606),-,kd,0.0000029,-,isothermal titration calorimetry (MI:0065),pubmed:19494831,intact:EBI-7034261
direct interaction,uniprotkb:P84243,H3F3A,Homo sapiens (taxid:9606),uniprotkb:Q9VK33,Sfmbt,Drosophila melanogaster (Fruit fly) (taxid:7227),-,kd,0.00004,-,isothermal titration calorimetry (MI:0065),pubmed:19494831,intact:EBI-7034286
direct interaction,uniprotkb:Q9VK33,Sfmbt,Drosophila melanogaster (Fruit fly) (taxid:7227),uniprotkb:P84243,H3F3A,Homo sapiens (taxid:9606),-,kd,0.000005,-,isothermal titration calorimetry (MI:0065),pubmed:19494831,intact:EBI-7034322
direct interaction,uniprotkb:P19490,Gria1,Rattus norvegicus (Rat) (taxid:10116),uniprotkb:P19490,Gria1,Rattus norvegicus (Rat) (taxid:10116),-,kd,0.00000027,-,cosedimentation in solution (MI:0028),pubmed:19461580,intact:EBI-7010950
direct interaction,uniprotkb:P19491,Gria2,Rattus norvegicus (Rat) (taxid:10116),uniprotkb:P19491,Gria2,Rattus norvegicus (Rat) (taxid:10116),-,kd,0.000000152,-,cosedimentation in solution (MI:0028),pubmed:19461580,intact:EBI-7010963
direct interaction,uniprotkb:Q01968,OCRL,Homo sapiens (taxid:9606),uniprotkb:Q00610,CLTC,Homo sapiens (taxid:9606),-,kd,0.0000025,-,surface plasmon resonance (MI:0107),pubmed:19536138,intact:EBI-7069800
direct interaction,uniprotkb:P02829,HSP82,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),uniprotkb:P02829,HSP82,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),-,kd,0.000000034,-,molecular sieving (MI:0071),pubmed:19696785,intact:EBI-7184478
direct interaction,uniprotkb:P02829,HSP82,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),uniprotkb:P02829,HSP82,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),-,kd,0.000000071,-,molecular sieving (MI:0071),pubmed:19696785,intact:EBI-7184517
direct interaction,uniprotkb:P02829,HSP82,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),uniprotkb:P02829,HSP82,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),-,kd,0.000000025,-,molecular sieving (MI:0071),pubmed:19696785,intact:EBI-7184503
direct interaction,uniprotkb:Q8K4J6,Mkl1,Mus musculus (taxid:10090),uniprotkb:P68135,ACTA1,Oryctolagus cuniculus (Rabbit) (taxid:9986),-,kd,0.0000019,-,fluorescence technology (MI:0051),pubmed:19008859,intact:EBI-8490104
direct interaction,uniprotkb:Q8K4J6,Mkl1,Mus musculus (taxid:10090),uniprotkb:P68135,ACTA1,Oryctolagus cuniculus (Rabbit) (taxid:9986),-,kd,0.0000019,-,fluorescence technology (MI:0051),pubmed:19008859,intact:EBI-8490186
direct interaction,uniprotkb:Q8K4J6,Mkl1,Mus musculus (taxid:10090),uniprotkb:P68135,ACTA1,Oryctolagus cuniculus (Rabbit) (taxid:9986),-,kd,0.0000019,-,fluorescence technology (MI:0051),pubmed:19008859,intact:EBI-8490144
direct interaction,uniprotkb:Q8K4J6,Mkl1,Mus musculus (taxid:10090),uniprotkb:P68135,ACTA1,Oryctolagus cuniculus (Rabbit) (taxid:9986),-,kd,0.0000195,-,fluorescence technology (MI:0051),pubmed:19008859,intact:EBI-8490214
direct interaction,uniprotkb:Q8K4J6,Mkl1,Mus musculus (taxid:10090),uniprotkb:P68135,ACTA1,Oryctolagus cuniculus (Rabbit) (taxid:9986),-,kd,0.000001,-,fluorescence technology (MI:0051),pubmed:19008859,intact:EBI-8490234
direct interaction,uniprotkb:Q8K4J6,Mkl1,Mus musculus (taxid:10090),uniprotkb:P68135,ACTA1,Oryctolagus cuniculus (Rabbit) (taxid:9986),-,kd,0.000024,-,fluorescence technology (MI:0051),pubmed:19008859,intact:EBI-8490318
direct interaction,uniprotkb:Q8K4J6,Mkl1,Mus musculus (taxid:10090),uniprotkb:P68135,ACTA1,Oryctolagus cuniculus (Rabbit) (taxid:9986),-,kd,0.000001,-,fluorescence technology (MI:0051),pubmed:19008859,intact:EBI-8490258
direct interaction,uniprotkb:Q8K4J6,Mkl1,Mus musculus (taxid:10090),uniprotkb:P68135,ACTA1,Oryctolagus cuniculus (Rabbit) (taxid:9986),-,kd,0.0000177,-,fluorescence technology (MI:0051),pubmed:19008859,intact:EBI-8490345
direct interaction,uniprotkb:Q8K4J6,Mkl1,Mus musculus (taxid:10090),uniprotkb:P68135,ACTA1,Oryctolagus cuniculus (Rabbit) (taxid:9986),-,kd,0.0000289,-,fluorescence technology (MI:0051),pubmed:19008859,intact:EBI-8490385
direct interaction,uniprotkb:Q8K4J6,Mkl1,Mus musculus (taxid:10090),uniprotkb:P68135,ACTA1,Oryctolagus cuniculus (Rabbit) (taxid:9986),-,kd,0.0000289,-,fluorescence technology (MI:0051),pubmed:19008859,intact:EBI-8490365
direct interaction,uniprotkb:Q8K4J6,Mkl1,Mus musculus (taxid:10090),uniprotkb:P68135,ACTA1,Oryctolagus cuniculus (Rabbit) (taxid:9986),-,kd,0.0000289,-,fluorescence technology (MI:0051),pubmed:19008859,intact:EBI-8490475
direct interaction,uniprotkb:Q8K4J6,Mkl1,Mus musculus (taxid:10090),uniprotkb:P68135,ACTA1,Oryctolagus cuniculus (Rabbit) (taxid:9986),-,kd,0.0000289,-,fluorescence technology (MI:0051),pubmed:19008859,intact:EBI-8490438
direct interaction,uniprotkb:Q8K4J6,Mkl1,Mus musculus (taxid:10090),uniprotkb:P68135,ACTA1,Oryctolagus cuniculus (Rabbit) (taxid:9986),-,kd,0.0000048,-,fluorescence technology (MI:0051),pubmed:19008859,intact:EBI-8490511
direct interaction,uniprotkb:Q9Y6K1,DNMT3A,Homo sapiens (taxid:9606),uniprotkb:P84243,H3F3A,Homo sapiens (taxid:9606),-,kd,0.00000026,-,isothermal titration calorimetry (MI:0065),pubmed:19834512,intact:EBI-7290680
direct interaction,uniprotkb:Q9Y6K1,DNMT3A,Homo sapiens (taxid:9606),uniprotkb:P84243,H3F3A,Homo sapiens (taxid:9606),-,kd,0.00000075,-,isothermal titration calorimetry (MI:0065),pubmed:19834512,intact:EBI-7290700
direct interaction,uniprotkb:P84243,H3F3A,Homo sapiens (taxid:9606),uniprotkb:Q9Y6K1,DNMT3A,Homo sapiens (taxid:9606),-,kd,0.00000074,-,isothermal titration calorimetry (MI:0065),pubmed:19834512,intact:EBI-7290744
direct interaction,uniprotkb:Q9Y6K1,DNMT3A,Homo sapiens (taxid:9606),uniprotkb:P84243,H3F3A,Homo sapiens (taxid:9606),-,kd,0.0000005,-,isothermal titration calorimetry (MI:0065),pubmed:19834512,intact:EBI-7290720
direct interaction,uniprotkb:P84243,H3F3A,Homo sapiens (taxid:9606),uniprotkb:Q9UJW3,DNMT3L,Homo sapiens (taxid:9606),-,kd,0.0000034,-,isothermal titration calorimetry (MI:0065),pubmed:19834512,intact:EBI-7290768
direct interaction,uniprotkb:P0CG48,UBC,Homo sapiens (taxid:9606),uniprotkb:P55036,PSMD4,Homo sapiens (taxid:9606),-,kd,0.0000527,-,surface plasmon resonance (MI:0107),pubmed:19798103,intact:EBI-7273903
direct interaction,uniprotkb:P0CG48,UBC,Homo sapiens (taxid:9606),uniprotkb:Q9UMX0,UBQLN1,Homo sapiens (taxid:9606),-,kd,0.0000413,-,surface plasmon resonance (MI:0107),pubmed:19798103,intact:EBI-7273940
direct interaction,uniprotkb:O01949,all3_aedae,Aedes aegypti (Yellowfever mosquito) (taxid:7159),uniprotkb:P02452,COL1A1,Homo sapiens (taxid:9606),-,kd,0.000000006,-,surface plasmon resonance (MI:0107),pubmed:20015075,intact:EBI-7685625
direct interaction,uniprotkb:O01949,all3_aedae,Aedes aegypti (Yellowfever mosquito) (taxid:7159),uniprotkb:P02452,COL1A1,Homo sapiens (taxid:9606),-,kd,0.0000000928,-,surface plasmon resonance (MI:0107),pubmed:20015075,intact:EBI-7685713
direct interaction,uniprotkb:O01949,all3_aedae,Aedes aegypti (Yellowfever mosquito) (taxid:7159),uniprotkb:P02452,COL1A1,Homo sapiens (taxid:9606),-,kd,0.000000041,-,solid phase assay (MI:0892),pubmed:20015075,intact:EBI-7685796
direct interaction,uniprotkb:P02829,HSP82,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),uniprotkb:Q08446,SGT1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),-,kd,0.0000071,-,isothermal titration calorimetry (MI:0065),pubmed:18818696,intact:EBI-8081225
direct interaction,uniprotkb:Q7XJ80,HSP90,Hordeum vulgare (Barley) (taxid:4513),uniprotkb:Q9SUR9,SGT1A,Arabidopsis thaliana (Mouse-ear cress) (taxid:3702),-,kd,0.000043,-,isothermal titration calorimetry (MI:0065),pubmed:18818696,intact:EBI-8081205
direct interaction,uniprotkb:Q13616,CUL1,Homo sapiens (taxid:9606),uniprotkb:P63208,SKP1,Homo sapiens (taxid:9606),-,kd,0.000000024,-,isothermal titration calorimetry (MI:0065),pubmed:18818696,intact:EBI-8081250
direct interaction,uniprotkb:Q9Y2Z0,SUGT1,Homo sapiens (taxid:9606),uniprotkb:P63208,SKP1,Homo sapiens (taxid:9606),-,kd,0.00000000164,-,isothermal titration calorimetry (MI:0065),pubmed:18818696,intact:EBI-8081237
direct interaction,uniprotkb:P0DJL7,dtxR,Corynebacterium diphtheriae (strain ATCC 700971 / NCTC 13129 / Biotype gravis) (taxid:257309),intact:EBI-7135314,p2,-,-,kd,0.00074,-,isothermal titration calorimetry (MI:0065),pubmed:15628844,intact:EBI-7440036
direct interaction,intact:EBI-7135314,p2,-,uniprotkb:P0DJL7,dtxR,Corynebacterium diphtheriae (strain ATCC 700971 / NCTC 13129 / Biotype gravis) (taxid:257309),-,kd,0.0023,-,isothermal titration calorimetry (MI:0065),pubmed:15628844,intact:EBI-7440092
direct interaction,uniprotkb:P04925,Prnp,Mus musculus (taxid:10090),uniprotkb:Q60631,Grb2,Mus musculus (taxid:10090),-,kd,0.0000055,-,classical fluorescence spectroscopy (MI:0017),pubmed:15301538,intact:EBI-7281907
direct interaction,uniprotkb:P04925,Prnp,Mus musculus (taxid:10090),uniprotkb:Q60631,Grb2,Mus musculus (taxid:10090),-,kd,0.0000106,-,classical fluorescence spectroscopy (MI:0017),pubmed:15301538,intact:EBI-7281874
direct interaction,uniprotkb:P03129,E7,Human papillomavirus type 16 (taxid:333760),uniprotkb:P06400,RB1,Homo sapiens (taxid:9606),-,kd,0.0000000047,-,fluorescence technology (MI:0051),pubmed:20088881,intact:EBI-7755168
direct interaction,uniprotkb:P03129,E7,Human papillomavirus type 16 (taxid:333760),uniprotkb:P06400,RB1,Homo sapiens (taxid:9606),-,kd,0.0000000051,-,fluorescence technology (MI:0051),pubmed:20088881,intact:EBI-7755190
direct interaction,uniprotkb:P06400,RB1,Homo sapiens (taxid:9606),uniprotkb:P03129,E7,Human papillomavirus type 16 (taxid:333760),-,kd,0.0000000065,-,fluorescence technology (MI:0051),pubmed:20088881,intact:EBI-7755228
direct interaction,uniprotkb:P06400,RB1,Homo sapiens (taxid:9606),uniprotkb:P03129,E7,Human papillomavirus type 16 (taxid:333760),-,kd,0.0000027,-,fluorescence technology (MI:0051),pubmed:20088881,intact:EBI-7755251
direct interaction,uniprotkb:P03129,E7,Human papillomavirus type 16 (taxid:333760),uniprotkb:P06400,RB1,Homo sapiens (taxid:9606),-,kd,0.0000000006,-,fluorescence technology (MI:0051),pubmed:20088881,intact:EBI-7755331
direct interaction,uniprotkb:P06400,RB1,Homo sapiens (taxid:9606),uniprotkb:P03129,E7,Human papillomavirus type 16 (taxid:333760),-,kd,0.0000019,-,fluorescence technology (MI:0051),pubmed:20088881,intact:EBI-7755293
direct interaction,uniprotkb:P06400,RB1,Homo sapiens (taxid:9606),uniprotkb:P03129,E7,Human papillomavirus type 16 (taxid:333760),-,kd,0.0000000018,-,competition binding (MI:0405),pubmed:20088881,intact:EBI-7755528
direct interaction,uniprotkb:P06400,RB1,Homo sapiens (taxid:9606),uniprotkb:P03129,E7,Human papillomavirus type 16 (taxid:333760),-,kd,0.0000000024,-,competition binding (MI:0405),pubmed:20088881,intact:EBI-7755486
direct interaction,uniprotkb:P04020,E7,Human papillomavirus type 11 (taxid:10580),uniprotkb:P06400,RB1,Homo sapiens (taxid:9606),-,kd,0.000000108,-,competition binding (MI:0405),pubmed:20088881,intact:EBI-7755575
direct interaction,uniprotkb:P06788,E7,Human papillomavirus type 18 (taxid:333761),uniprotkb:P06400,RB1,Homo sapiens (taxid:9606),-,kd,0.0000000078,-,competition binding (MI:0405),pubmed:20088881,intact:EBI-7755597
direct interaction,uniprotkb:P06400,RB1,Homo sapiens (taxid:9606),uniprotkb:P03129,E7,Human papillomavirus type 16 (taxid:333760),-,kd,0.0000000086,-,competition binding (MI:0405),pubmed:20088881,intact:EBI-7755619
direct interaction,uniprotkb:P34930,HSPA1A,Sus scrofa (Pig) (taxid:9823),uniprotkb:P25685,DNAJB1,Homo sapiens (taxid:9606),-,kd,0.0000213,-,surface plasmon resonance (MI:0107),pubmed:20026329,intact:EBI-7693089
direct interaction,uniprotkb:P34930,HSPA1A,Sus scrofa (Pig) (taxid:9823),uniprotkb:P61823,RNASE1,Bos taurus (Bovine) (taxid:9913),-,kd,0.0000000226,-,surface plasmon resonance (MI:0107),pubmed:20026329,intact:EBI-7693134
direct interaction,uniprotkb:P00519,ABL1,Homo sapiens (taxid:9606),intact:EBI-7094147,p41,-,-,kd,0.0000023,-,isothermal titration calorimetry (MI:0065),pubmed:14757063,intact:EBI-7094152
direct interaction,uniprotkb:Q62245,Sos1,Mus musculus (taxid:10090),uniprotkb:P29355,sem-5,Caenorhabditis elegans (taxid:6239),-,kd,0.00019,-,fluorescence polarization spectroscopy (MI:0053),pubmed:14978303,intact:EBI-7139421
direct interaction,intact:EBI-7139453,pp-g4-l,-,uniprotkb:P29355,sem-5,Caenorhabditis elegans (taxid:6239),-,kd,0.000000048,-,fluorescence polarization spectroscopy (MI:0053),pubmed:14978303,intact:EBI-7139446
direct interaction,intact:EBI-7139490,g4-l,-,uniprotkb:P29355,sem-5,Caenorhabditis elegans (taxid:6239),-,kd,0.0000016,-,fluorescence polarization spectroscopy (MI:0053),pubmed:14978303,intact:EBI-7139495
direct interaction,intact:EBI-7139468,pp-g3-l,-,uniprotkb:P29355,sem-5,Caenorhabditis elegans (taxid:6239),-,kd,0.000000025,-,fluorescence polarization spectroscopy (MI:0053),pubmed:14978303,intact:EBI-7139473
direct interaction,intact:EBI-7139534,l,-,uniprotkb:P29355,sem-5,Caenorhabditis elegans (taxid:6239),-,kd,0.000000936,-,fluorescence polarization spectroscopy (MI:0053),pubmed:14978303,intact:EBI-7139527
direct interaction,uniprotkb:P05480,Src,Mus musculus (taxid:10090),uniprotkb:Q05397,PTK2,Homo sapiens (taxid:9606),-,kd,0.000056,-,nuclear magnetic resonance (MI:0077),pubmed:18560762,intact:EBI-7976544
direct interaction,uniprotkb:P09152,narG,Escherichia coli (strain K12) (taxid:83333),uniprotkb:P0AF26,narJ,Escherichia coli (strain K12) (taxid:83333),-,kd,0.0000000044,-,surface plasmon resonance (MI:0107),pubmed:20236317,intact:EBI-3893659
direct interaction,uniprotkb:P09152,narG,Escherichia coli (strain K12) (taxid:83333),uniprotkb:P0AF26,narJ,Escherichia coli (strain K12) (taxid:83333),-,kd,0.000000081,-,surface plasmon resonance (MI:0107),pubmed:20236317,intact:EBI-3893659
physical association,uniprotkb:P36955,SERPINF1,Homo sapiens (taxid:9606),uniprotkb:Q12165,ATP16,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),-,kd,0.00000000151,-,surface plasmon resonance (MI:0107),pubmed:20412062,intact:EBI-7926987
physical association,uniprotkb:P36955,SERPINF1,Homo sapiens (taxid:9606),uniprotkb:P21306,ATP15,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),-,kd,0.00000000151,-,surface plasmon resonance (MI:0107),pubmed:20412062,intact:EBI-7926987
physical association,uniprotkb:P36955,SERPINF1,Homo sapiens (taxid:9606),uniprotkb:P07251,ATP1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),-,kd,0.00000000151,-,surface plasmon resonance (MI:0107),pubmed:20412062,intact:EBI-7926987
physical association,uniprotkb:P36955,SERPINF1,Homo sapiens (taxid:9606),uniprotkb:P38077,ATP3,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),-,kd,0.00000000151,-,surface plasmon resonance (MI:0107),pubmed:20412062,intact:EBI-7926987
physical association,uniprotkb:P36955,SERPINF1,Homo sapiens (taxid:9606),uniprotkb:P00830,ATP2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),-,kd,0.00000000151,-,surface plasmon resonance (MI:0107),pubmed:20412062,intact:EBI-7926987
physical association,uniprotkb:P00747,PLG,Homo sapiens (taxid:9606),uniprotkb:Q12165,ATP16,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),-,kd,0.000000195,-,surface plasmon resonance (MI:0107),pubmed:20412062,intact:EBI-7927043
physical association,uniprotkb:P00747,PLG,Homo sapiens (taxid:9606),uniprotkb:P38077,ATP3,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),-,kd,0.000000195,-,surface plasmon resonance (MI:0107),pubmed:20412062,intact:EBI-7927043
physical association,uniprotkb:P00747,PLG,Homo sapiens (taxid:9606),uniprotkb:P00830,ATP2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),-,kd,0.000000195,-,surface plasmon resonance (MI:0107),pubmed:20412062,intact:EBI-7927043
physical association,uniprotkb:P00747,PLG,Homo sapiens (taxid:9606),uniprotkb:P07251,ATP1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),-,kd,0.000000195,-,surface plasmon resonance (MI:0107),pubmed:20412062,intact:EBI-7927043
physical association,uniprotkb:P00747,PLG,Homo sapiens (taxid:9606),uniprotkb:P21306,ATP15,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (taxid:559292),-,kd,0.000000195,-,surface plasmon resonance (MI:0107),pubmed:20412062,intact:EBI-7927043
direct interaction,uniprotkb:P15379,Cd44,Mus musculus (taxid:10090),uniprotkb:Q6ZPF3,Tiam2,Mus musculus (taxid:10090),-,kd,0.00000092,-,surface plasmon resonance (MI:0107),pubmed:19893486,intact:EBI-7566022
direct interaction,uniprotkb:P15379,Cd44,Mus musculus (taxid:10090),uniprotkb:Q60610,Tiam1,Mus musculus (taxid:10090),-,kd,0.00000123,-,surface plasmon resonance (MI:0107),pubmed:19893486,intact:EBI-7566064
direct interaction,uniprotkb:Q60610,Tiam1,Mus musculus (taxid:10090),uniprotkb:Q05586,GRIN1,Homo sapiens (taxid:9606),-,kd,0.00000017,-,surface plasmon resonance (MI:0107),pubmed:19893486,intact:EBI-7566107
direct interaction,uniprotkb:Q6ZPF3,Tiam2,Mus musculus (taxid:10090),uniprotkb:Q05586,GRIN1,Homo sapiens (taxid:9606),-,kd,0.00000002,-,surface plasmon resonance (MI:0107),pubmed:19893486,intact:EBI-7566330
direct interaction,uniprotkb:P04637,TP53,Homo sapiens (taxid:9606),uniprotkb:P31947,SFN,Homo sapiens (taxid:9606),-,kd,0.0000163,-,isothermal titration calorimetry (MI:0065),pubmed:20206173,intact:EBI-7838750
direct interaction,uniprotkb:Q9GZQ8,MAP1LC3B,Homo sapiens (taxid:9606),uniprotkb:Q9Z2F7,Bnip3l,Mus musculus (taxid:10090),-,kd,0.000091,-,isothermal titration calorimetry (MI:0065),pubmed:20010802,intact:EBI-7680363
direct interaction,uniprotkb:Q13501,SQSTM1,Homo sapiens (taxid:9606),uniprotkb:Q9GZQ8,MAP1LC3B,Homo sapiens (taxid:9606),-,kd,0.0000015,-,isothermal titration calorimetry (MI:0065),pubmed:20010802,intact:EBI-7680393
direct interaction,uniprotkb:Q9Z2F7,Bnip3l,Mus musculus (taxid:10090),uniprotkb:Q9H492,MAP1LC3A,Homo sapiens (taxid:9606),-,kd,0.00013,-,isothermal titration calorimetry (MI:0065),pubmed:20010802,intact:EBI-7680430
direct interaction,uniprotkb:Q9Z2F7,Bnip3l,Mus musculus (taxid:10090),uniprotkb:Q9GZQ8,MAP1LC3B,Homo sapiens (taxid:9606),-,kd,0.00067,-,isothermal titration calorimetry (MI:0065),pubmed:20010802,intact:EBI-7680414
